Player Name,Role,Team Name,Match ID,Game ID,Hero,Scoring Metric,Value,Multiplier,Points,Description,Capped
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Kills,7,1,7.00,Kill points for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Deaths,6,-1,-6.00,Death penalty for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Assists,26,3,60.00,Assist bonus for Hard Support role (capped),true
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Observer Wards,6,2,12.00,Observer ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Sentry Wards,12,1.8,21.60,Sentry ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Hero Healing,8524,0.01,85.24,Hero healing bonus (1 pt per 100 healing),false
TOFI,Hard Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Undying,Tower Damage,1562,,1.56,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Kills,3,1,3.00,Kill points for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Deaths,11,-1,-11.00,Death penalty for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Assists,26,3,60.00,Assist bonus for Hard Support role (capped),true
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Observer Wards,9,2,18.00,Observer ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Sentry Wards,17,1.8,30.60,Sentry ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Ancient Apparition,Tower Damage,651,,0.65,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Kills,9,1,9.00,Kill points for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Deaths,9,-1,-9.00,Death penalty for Hard Support role,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Assists,29,3,60.00,Assist bonus for Hard Support role (capped),true
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Observer Wards,6,2,12.00,Observer ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Sentry Wards,14,1.8,25.20,Sentry ward placement bonus,false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Hero Healing,1691,0.01,16.91,Hero healing bonus (1 pt per 100 healing),false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,Tower Damage,2806,,2.81,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
TOFI,Hard Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Weaver,First Blood,1,,10.00,First blood bonus,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431737496,Mars,Kills,6,1,6.00,Kill points for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431737496,Mars,Deaths,6,-1,-6.00,Death penalty for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431737496,Mars,Assists,19,3,57.00,Assist bonus for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431737496,Mars,Tower Damage,1435,,1.44,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431808477,Warlock,Kills,8,1,8.00,Kill points for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431808477,Warlock,Deaths,4,-1,-4.00,Death penalty for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431808477,Warlock,Assists,30,3,60.00,Assist bonus for Hard Support role (capped),true
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431808477,Warlock,Hero Healing,10665,0.01,106.65,Hero healing bonus (1 pt per 100 healing),false
Yoie,Hard Support,Doink and Destroy,bJ0rMbzMkwqlqGIpNtFU,8431808477,Warlock,Tower Damage,4303,,4.30,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Kills,2,1,2.00,Kill points for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Deaths,10,-1,-10.00,Death penalty for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Assists,34,3,60.00,Assist bonus for Hard Support role (capped),true
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Observer Wards,14,2,28.00,Observer ward placement bonus,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Sentry Wards,29,1.8,52.20,Sentry ward placement bonus,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425761247,Silencer,Tower Damage,1265,,1.26,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Kills,2,1,2.00,Kill points for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Deaths,10,-1,-10.00,Death penalty for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Assists,7,3,21.00,Assist bonus for Hard Support role,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Observer Wards,11,2,22.00,Observer ward placement bonus,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Sentry Wards,21,1.8,37.80,Sentry ward placement bonus,false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Hero Healing,125,0.01,1.25,Hero healing bonus (1 pt per 100 healing),false
Yoie,Hard Support,Doink and Destroy,rVnxdKKTINcYVXbkO4mx,8425833128,Ogre Magi,Tower Damage,214,,0.21,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Kills,3,1,3.00,Kill points for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Deaths,7,-1,-7.00,Death penalty for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Assists,23,3,60.00,Assist bonus for Hard Support role (capped),true
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Observer Wards,9,2,18.00,Observer ward placement bonus,false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Sentry Wards,21,1.8,37.80,Sentry ward placement bonus,false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Hero Healing,125,0.01,1.25,Hero healing bonus (1 pt per 100 healing),false
Pupa,Hard Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Ancient Apparition,Tower Damage,426,,0.43,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Ancient Apparition,Deaths,6,-1,-6.00,Death penalty for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Ancient Apparition,Assists,17,3,51.00,Assist bonus for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Ancient Apparition,Tower Damage,307,,0.31,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Ancient Apparition,Kills,1,1,1.00,Kill points for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Ancient Apparition,Deaths,8,-1,-8.00,Death penalty for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Ancient Apparition,Assists,17,3,51.00,Assist bonus for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Ancient Apparition,Tower Damage,280,,0.28,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Pupa,Hard Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Undying,Kills,6,1,6.00,Kill points for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Undying,Deaths,3,-1,-3.00,Death penalty for Hard Support role,false
Pupa,Hard Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Undying,Assists,26,3,60.00,Assist bonus for Hard Support role (capped),true
Pupa,Hard Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Undying,Observer Wards,7,2,14.00,Observer ward placement bonus,false
Pupa,Hard Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Undying,Sentry Wards,9,1.8,16.20,Sentry ward placement bonus,false
